Benchmark#,Description,Idea/Standard,Subject,Grade,Body Of Knowledge/ Strand
MA.912.AR.5.9,Solve and graph mathematical and real-world problems that are modeled with logarithmic functions. Interpret key features and determine constraints in terms of the context.,"Write, solve and graph exponential and logarithmic equations and functions in one and two variables.",Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.6.1,"Given a mathematical or real-world context, when suitable factorization is possible, solve one-variable polynomial equations of degree 3 or higher over the real and complex number systems.",Solve and graph polynomial equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.6.2,Explain and apply the Remainder Theorem to solve mathematical and real-world problems.,Solve and graph polynomial equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.6.3,Explain and apply theorems for polynomials to solve mathematical and real-world problems.,Solve and graph polynomial equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.6.4,"Given a table, equation or written description of a polynomial function of degree 3 or higher, graph that function and determine its key features.",Solve and graph polynomial equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.6.5,"Sketch a rough graph of a polynomial function of degree 3 or higher using zeros, multiplicity and knowledge of end behavior.",Solve and graph polynomial equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.6.6,Solve and graph mathematical and real-world problems that are modeled with polynomial functions of degree 3 or higher. Interpret key features and determine constraints in terms of the context.,Solve and graph polynomial equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.7.1,Solve one-variable radical equations. Interpret solutions as viable in terms of context and identify any extraneous solutions.,Solve and graph radical equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.7.2,"Given a table, equation or written description of a square root or cube root function, graph that function and determine its key features.",Solve and graph radical equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.7.3,Solve and graph mathematical and real-world problems that are modeled with square root or cube root functions. Interpret key features and determine constraints in terms of the context.,Solve and graph radical equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.7.4,Solve and graph mathematical and real-world problems that are modeled with radical functions. Interpret key features and determine constraints in terms of the context.,Solve and graph radical equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.8.1,Write and solve one-variable rational equations. Interpret solutions as viable in terms of the context and identify any extraneous solutions.,Solve and graph rational equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.8.2,"Given a table, equation or written description of a rational function, graph that function and determine its key features.",Solve and graph rational equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.8.3,Solve and graph mathematical and real-world problems that are modeled with rational functions. Interpret key features and determine constraints in terms of the context.,Solve and graph rational equations and functions in one and two variables.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.1,"Given a mathematical or real-world context, write and solve a system of two-variable linear equations algebraically or graphically.",Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.2,"Given a mathematical or real-world context, solve a system consisting of a two-variable linear equation and a non-linear equation algebraically or graphically.",Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.3,"Given a mathematical or real-world context, solve a system consisting of two-variable linear or non-linear equations algebraically or graphically.",Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.4,Graph the solution set of a system of two-variable linear inequalities.,Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.5,Graph the solution set of a system of two-variable inequalities.,Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.6,"Given a real-world context, represent constraints as systems of linear equations or inequalities. Interpret solutions to problems as viable or non-viable options.",Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.7,"Given a real-world context, represent constraints as systems of linear and non-linear equations or inequalities. Interpret solutions to problems as viable or non-viable options.",Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.8,Solve real-world problems involving linear programming in two variables.,Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.9,"Given a mathematical or real-world context, solve a system of three-variable linear equations algebraically.",Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.9.10,Solve and graph mathematical and real-world problems that are modeled with piecewise functions. Interpret key features and determine constraints in terms of the context.,Write and solve a system of two- and three-variable equations and inequalities that describe quantities or relationships.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.10.1,"Given a mathematical or real-world context, write and solve problems involving arithmetic sequences.",Solve problems involving sequences and series.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.10.2,"Given a mathematical or real-world context, write and solve problems involving geometric sequences.",Solve problems involving sequences and series.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.10.3,Recognize and apply the formula for the sum of a finite arithmetic series to solve mathematical and real-world problems.,Solve problems involving sequences and series.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.10.4,Recognize and apply the formula for the sum of a finite or an infinite geometric series to solve mathematical and real-world problems.,Solve problems involving sequences and series.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.10.5,"Given a mathematical or real-world context, write a sequence using function notation, defined explicitly or recursively, to represent relationships between quantities from a written description.",Solve problems involving sequences and series.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.AR.10.6,"Given a mathematical or real-world context, find the domain of a given sequence defined recursively or explicitly.",Solve problems involving sequences and series.,Mathematics (B.E.S.T.),912,Algebraic Reasoning
MA.912.C.1.1,Demonstrate understanding of the concept of a limit and estimate limits from graphs and tables of values.,Develop an understanding for limits and continuity. Determine limits and continuity.,Mathematics (B.E.S.T.),912,Calculus
MA.912.C.1.2,"Determine the value of a limit if it exists algebraically using limits of sums, differences, products, quotients and compositions of continuous functions.",Develop an understanding for limits and continuity. Determine limits and continuity.,Mathematics (B.E.S.T.),912,Calculus
